,airport-id,latitude,longitude,City,State,AirportName
1252,EGX,58.1855,-157.3754,Egegik, AK, Egegik Airport
1254,EHM,58.6465,-162.0628,Cape Newenham, AK, Cape Newenham LRRS
1257,EIL,64.6657,-147.1015,Fairbanks, AK, Eielson AFB
1264,EKA,40.8056,-124.1156,Eureka, CA, Murray Field
1266,EKI,37.0007,-101.88,Elkhart, IN, Elkhart Municipal
1267,EKN,38.89,-79.8567,Elkins, WV, Elkins-Randolph County-Jennings Randolph Field
1268,EKO,40.8249,-115.7917,Elko, NV, Elko Regional
1272,ELD,33.221,-92.8133,El Dorado, AR, South Arkansas Regional at Goodwin Field
1276,ELI,64.615,-162.2705,Elim, AK, Elim Airport
1277,ELM,42.1599,-76.8916,Elmira/Corning, NY, Elmira/Corning Regional
1279,ELP,31.8067,-106.3778,El Paso, TX, El Paso International
1284,ELV,58.1952,-136.3474,Elfin Cove, AK, Elfin Cove Seaplane Base
1285,ELY,39.2997,-114.8418,Ely, NV, Ely Airport/Yelland Field
1289,EMK,62.7861,-164.4907,Emmonak, AK, Emmonak Airport
1291,EMP,38.3317,-96.1917,Emporia, KS, Emporia Municipal
1292,ENA,60.5731,-151.245,Kenai, AK, Kenai Municipal
1299,ENL,38.5151,-89.0911,Centralia, IL, Centralia Municipal
1300,ENN,64.5473,-149.074,Nenana, AK, Nenana Municipal
1306,ENV,40.7186,-114.0308,Wendover, UT, Wendover Airport
1313,EPH,47.3075,-119.5158,Ephrata/Moses Lake, WA, Ephrata Municipal
1321,ERI,42.0819,-80.1761,Erie, PA, Erie International/Tom Ridge Field
1328,ESC,45.7227,-87.0937,Escanaba, MI, Delta County
1329,ESD,48.7082,-122.9105,Eastsound, WA, Orcas Island
1331,ESF,31.3947,-92.2958,Alexandria, LA, Esler Regional
1343,EUG,44.1245,-123.212,Eugene, OR, Mahlon Sweet Field
1349,EVV,38.037,-87.5324,Evansville, IN, Evansville Regional
1351,EWB,41.6825,-70.9617,New Bedford/Fall River, MA, New Bedford Regional
1353,EWN,35.0731,-77.0431,New Bern/Morehead/Beaufort, NC, Coastal Carolina Regional
1354,EWR,40.6925,-74.1687,Newark, NJ, Newark Liberty International
1355,EXI,58.4205,-135.449,Excursion Inlet, AK, Excursion Inlet Seaplane Base
1359,EYW,24.5562,-81.7595,Key West, FL, Key West International
1369,FAI,64.8137,-147.8597,Fairbanks, AK, Fairbanks International
1370,FAK,-16.05,-145.65,False Island, AK, False Island Airport
1373,FAR,46.9207,-96.8158,Fargo, ND, Hector International
1374,FAT,36.7762,-119.7181,Fresno, CA, Fresno Yosemite International
1376,FAY,34.9911,-78.8803,Fayetteville, NC, Fayetteville Regional/Grannis Field
1380,FBK,64.8365,-147.6168,Fairbanks, AK, Ladd AAF
1382,FBS,48.5436,-123.0061,Friday Harbor, WA, Friday Harbor Seaplane Base
1383,FCA,48.3105,-114.256,Kalispell, MT, Glacier Park International
1386,FCS,38.6784,-104.7566,Colorado Springs, CO, Butts AAF
1390,FDK,39.4178,-77.3744,Frederick, MD, Frederick Municipal
1391,FDY,41.012,-83.6686,Findlay, OH, Findlay Airport
1396,FEP,42.2462,-89.582,Freeport, IL, Albertus
1401,FHU,31.5885,-110.3444,Fort Huachuca, AZ, Sierra Vista Municipal-Libby AAF
1409,FKL,41.3778,-79.8603,Franklin/Oil City, PA, Venango Regional
1414,FLG,35.1386,-111.6711,Flagstaff, AZ, Flagstaff Pulliam
1415,FLL,26.0727,-80.1527,Fort Lauderdale, FL, Fort Lauderdale-Hollywood International
1417,FLO,34.1854,-79.7239,Florence, SC, Florence Regional
1420,FLV,39.3683,-94.915,Leavenworth, KS, Sherman AAF
1424,FMH,41.6583,-70.5217,Falmouth, MA, Cape Cod CGAS
1427,FMN,36.742,-108.2298,Farmington, NM, Four Corners Regional
1429,FMY,26.5867,-81.8633,Fort Myers, FL, Page Field
1436,FNL,40.4518,-105.0113,Fort Collins/Loveland, CO, Fort Collins-Loveland Municipal
1437,FNT,42.9654,-83.7436,Flint, MI, Bishop International
1438,FOA,38.6649,-88.453,Fortuna Ledge, AK, Marshall Field
1440,FOD,42.5512,-94.1918,Fort Dodge, IA, Fort Dodge Regional
1441,FOE,38.9509,-95.6636,Topeka, KS, Topeka Regional
1449,FPR,27.495,-80.3683,Fort Pierce, FL, Treasure Coast International
1453,FRD,48.522,-123.0244,Friday Harbor, WA, Friday Harbor Airport
1455,FRG,40.7288,-73.4134,East Farmingdale, NY, Republic
1463,FSD,43.582,-96.7419,Sioux Falls, SD, Joe Foss Field
1464,FSK,37.7984,-94.7694,Fort Scott, KS, Fort Scott Municipal
1465,FSM,35.3366,-94.3674,Fort Smith, AR, Fort Smith Regional
1471,FTG,39.7852,-104.5431,Denver, CO, Front Range
1472,FTK,37.9071,-85.972,Fort Knox, KY, Godman AAF
1474,FTW,32.8198,-97.3624,Dallas/Fort Worth, TX, Fort Worth Meacham International
1475,FTY,33.7792,-84.5222,Atlanta, GA, Fulton County Airport-Brown Field
1484,FWA,40.9785,-85.1951,Fort Wayne, IN, Fort Wayne International
1486,FWH,32.7683,-97.4417,Fort Worth, TX, Fort Worth NAS JRB/Carswell Field
1487,FXE,26.1973,-80.1707,Fort Lauderdale, FL, Fort Lauderdale Executive
1491,FYU,66.5715,-145.2504,Fort Yukon, AK, Fort Yukon Airport
1492,FYV,36.0053,-94.17,Fayetteville, AR, Drake Field
1494,GAD,33.9726,-86.089,Gadsden, AL, Northeast Alabama Regional
1499,GAL,64.7362,-156.9373,Galena, AK, Edward G. Pitka Sr.
1500,GAM,63.7668,-171.7328,Gambell, AK, Gambell Airport
1508,GBD,38.3443,-98.8592,Great Bend, KS, Great Bend Municipal
1512,GCC,44.3489,-105.5394,Gillette, WY, Gillette Campbell County
1516,GCK,37.9275,-100.7243,Garden City, KS, Garden City Regional
1518,GCN,35.9523,-112.147,Grand Canyon, AZ, Grand Canyon National Park
1528,GDV,47.1386,-104.8072,Glendive, MT, Dawson Community
1533,GEG,47.6198,-117.5337,Spokane, WA, Spokane International
1540,GEY,44.5168,-108.0828,Greybull, WY, South Big Horn County
1541,GFA,47.5046,-111.1873,Great Falls, MT, Malmstrom AFB Heliport
1543,GFK,47.9493,-97.1761,Grand Forks, ND, Grand Forks International
1544,GFL,43.3411,-73.6103,Glens Falls, NY, Floyd Bennett Memorial
1547,GGG,32.384,-94.7115,Longview, TX, East Texas Regional
1552,GGW,48.2125,-106.6147,Glasgow, MT, Wokal Field/Glasgow International
1572,GJT,39.1224,-108.5267,Grand Junction, CO, Grand Junction Regional
1576,GKN,62.1549,-145.4566,Gulkana, AK, Gulkana Airport
1578,GLD,39.3706,-101.6989,Goodland, KS, Renner Field
1581,GLH,33.4828,-90.9856,Greenville, MS, Greenville Mid Delta
1586,GLS,29.2653,-94.8604,Galveston, TX, Scholes International at Galveston
1589,GLV,64.5505,-163.0072,Golovin, AK, Golovin Airport
1602,GMU,34.8481,-82.35,Greenville, SC, Greenville Downtown
1612,GNT,35.1653,-107.9006,Grants, NM, Grants Milan Municipal
1613,GNU,59.1174,-161.5774,Goodnews Bay, AK, Goodnews
1614,GNV,29.69,-82.2719,Gainesville, FL, Gainesville Regional
1622,GON,41.33,-72.0451,New London/Groton, CT, Groton-New London
1636,GPT,30.4073,-89.0701,Gulfport/Biloxi, MS, Gulfport-Biloxi International
1637,GPZ,47.2111,-93.5098,Grand Rapids, MN, Grand Rapids/Itasca County-Gordon Newstrom Field
1638,GRB,44.4851,-88.1296,Green Bay, WI, Green Bay Austin Straubel International
1639,GRF,47.0792,-122.5807,Tacoma, WA, Gray AAF
1640,GRI,40.9675,-98.3096,Grand Island, NE, Central Nebraska Regional
1642,GRK,31.0672,-97.8289,Killeen, TX, Robert Gray AAF
1646,GRR,42.8808,-85.5228,Grand Rapids, MI, Gerald R. Ford International
1654,GSB,35.3393,-77.9607,Goldsboro, NC, Seymour Johnson AFB
1657,GSO,36.0977,-79.9373,Greensboro/High Point, NC, Piedmont Triad International
1658,GSP,34.8956,-82.2188,Greer, SC, Greenville-Spartanburg International
1660,GST,58.4243,-135.7073,Gustavus, AK, Gustavus Airport
1665,GTF,47.482,-111.3707,Great Falls, MT, Great Falls International
1668,GTR,33.4503,-88.5914,Columbus, MS, Golden Triangle Regional
1673,GUC,38.5339,-106.933,Gunnison, CO, Gunnison-Crested Butte Regional
1678,GUM,13.4839,144.7972,Guam, TT, Guam International
1679,GUP,35.5111,-108.7893,Gallup, NM, Gallup Municipal
1684,GUY,36.6853,-101.5078,Guymon, OK, Guymon Municipal
1687,GVE,38.1567,-78.165,Gordonville, VA, Gordonsville Municipal
1690,GVT,33.0678,-96.0653,Greenville, TX, Majors
1695,GWO,33.495,-90.085,Greenwood, MS, Greenwood/Leflore
1711,GYR,33.4237,-112.3745,Goodyear, AZ, Phoenix Goodyear
1714,GYY,41.6163,-87.4128,Gary, IN, Gary/Chicago International
1722,HAE,36.1916,-113.0924,Havasupai, AZ, Havasupai Airport
1740,HCR,62.1883,-159.7749,Holy Cross, AK, Holy Cross Airport
1746,HDN,40.5203,-107.3047,Hayden, CO, Yampa Valley
1760,HEZ,31.6133,-91.2967,Natchez, MS, Hardy-Anders Field Natchez-Adams County
1762,HFD,41.7367,-72.6333,Hartford, CT, Hartford Brainard
1773,HGR,39.7085,-77.7265,Hagerstown, MD, Hagerstown Regional-Richard A. Henson Field
1777,HHH,32.2244,-80.6975,Hilton Head, SC, Hilton Head Airport
1781,HHR,33.9233,-118.335,Hawthorne, CA, Jack Northrop Field/Hawthorne Municipal
1783,HIA,33.53,119.23,Hiawatha, KS, Hiawatha Municipal
1784,HIB,47.3867,-92.8389,Hibbing, MN, Range Regional
1786,HIF,41.1239,-111.973,Ogden, UT, Hill AFB
1788,HIK,21.3187,-157.9224,Honolulu, HI, Joint Base Pearl Harbor-Hickam
1791,HIO,45.5404,-122.9498,Hillsboro, OR, Portland Hillsboro
1798,HKB,63.8676,-148.9688,Healy, AK, Healy River
1804,HKY,35.7411,-81.3894,Hickory, NC, Hickory Regional
1810,HLG,40.175,-80.6464,Wheeling, WV, Wheeling Ohio County
1812,HLN,46.6067,-111.9827,Helena, MT, Helena Regional
1822,HMN,32.8517,-106.1017,Alamogordo, NM, Holloman AFB
1827,HNH,58.0961,-135.4097,Hoonah, AK, Hoonah Airport
1828,HNL,21.3187,-157.9224,Honolulu, HI, Honolulu International
1829,HNM,20.7956,-156.0144,Hana, HI, Hana Airport
1831,HNS,59.2438,-135.5235,Haines, AK, Haines Airport
1832,HOB,32.6875,-103.2169,Hobbs, NM, Lea County Regional
1839,HOM,59.6456,-151.4766,Homer, AK, Homer Airport
1840,HON,44.3852,-98.2285,Huron, SD, Huron Regional
1841,HOP,36.6686,-87.4961,Hopkinsville, KY, Campbell AAF
1844,HOT,34.4781,-93.0961,Hot Springs, AR, Memorial Field
1845,HOU,29.6454,-95.2789,Houston, TX, William P Hobby
1849,HPB,61.5239,-166.1466,Hooper Bay, AK, Hooper Bay Airport
1852,HPN,41.067,-73.7076,White Plains, NY, Westchester County
1853,HQM,46.9712,-123.9365,Hoquiam, WA, Bowerman
1859,HRL,26.2285,-97.6544,Harlingen/San Benito, TX, Valley International
1861,HRO,36.2614,-93.1547,Harrison, AR, Boone County
1867,HSI,40.6053,-98.4278,Hastings, NE, Hastings Municipal
1869,HSL,65.6979,-156.3514,Huslia, AK, Huslia Airport
1872,HST,25.4886,-80.3833,Homestead, FL, Homestead ARB
1873,HSV,34.6372,-86.7751,Huntsville, AL, Huntsville International-Carl T Jones Field
1881,HTS,38.3667,-82.558,Ashland, WV, Tri-State/Milton J. Ferguson Field
1883,HUA,34.6787,-86.6848,Huntsville, AL, Redstone AAF
1885,HUF,39.4633,-87.3125,Terre Haute, IN, Terre Haute International-Hulman Field
1888,HUL,46.1233,-67.7917,Houlton, ME, Houlton International
1892,HUS,66.0391,-154.2647,Hughes, AK, Hughes Airport
1893,HUT,38.0654,-97.8606,Hutchinson, KS, Hutchinson Regional
1904,HVN,41.2638,-72.8868,New Haven, CT, Tweed New Haven
1905,HVR,48.5431,-109.7622,Havre, MT, Havre City-County
1906,HWD,37.6589,-122.1217,Hayward, CA, Hayward Executive
1910,HYA,41.6694,-70.2803,Hyannis, MA, Barnstable Municipal-Boardman/Polando Field
1912,HYG,55.2063,-132.8283,Hydaburg, AK, Hydaburg Seaplane Base
1913,HYL,55.4816,-132.6461,Hollis, AK, Hollis Seaplane Base
1915,HYS,38.8422,-99.2732,Hays, KS, Hays Regional
1922,IAB,37.6229,-97.2733,Wichita, KS, McConnell AFB
1923,IAD,38.9445,-77.4558,Washington, DC, Washington Dulles International
1924,IAG,43.1073,-78.9462,Niagara Falls, NY, Niagara Falls International
1925,IAH,29.9844,-95.3414,Houston, TX, George Bush Intercontinental/Houston
1927,IAN,66.976,-160.4365,Kiana, AK, Bob Baker Memorial
1941,ICT,37.6499,-97.4331,Wichita, KS, Wichita Dwight D Eisenhower National
1942,IDA,43.5145,-112.0702,Idaho Falls, ID, Idaho Falls Regional
1953,IFP,35.1611,-114.5595,Bullhead City, AZ, Laughlin/Bullhead International
1957,IGG,59.324,-155.9018,Igiugig, AK, Igiugig Airport
1960,IGM,35.2594,-113.9381,Kingman, AZ, Kingman Airport
1972,IJX,39.7744,-90.2386,Jacksonville, IL, Jacksonville Municipal
1976,IKK,41.0714,-87.8464,Kankakee, IL, Greater Kankakee
1977,IKO,52.9416,-168.849,Nikolski, AK, Nikolski AS
1980,IKV,41.6913,-93.5663,Ankeny, IA, Ankeny Regional
1985,ILG,39.6787,-75.6065,Wilmington, DE, New Castle
1986,ILI,59.7544,-154.911,Iliamna, AK, Iliamna Airport
1987,ILM,34.2706,-77.9025,Wilmington, NC, Wilmington International
1988,ILN,39.4279,-83.7921,Wilmington, OH, Wilmington Air Park
1998,IML,40.5105,-101.6201,Imperial, NE, Imperial Municipal
2001,IMT,45.8184,-88.1145,Iron Mountain/Kingsfd, MI, Ford
2005,IND,39.7173,-86.2944,Indianapolis, IN, Indianapolis International
2011,INL,48.5662,-93.4031,International Falls, MN, Falls International Einarson Field
2013,INT,36.1336,-80.2219,Winston-Salem, NC, Smith Reynolds
2016,INW,35.0218,-110.7225,Winslow, AZ, Winslow-Lindbergh Regional
2030,IPL,32.8342,-115.5787,El Centro, CA, Imperial County
2032,IPT,41.2418,-76.9211,Williamsport, PA, Williamsport Regional
2040,IRC,65.8279,-144.0762,Circle, AK, Circle City
2046,IRK,40.093,-92.544,Kirksville, MO, Kirksville Regional
2059,ISL,41.1631,28.4507,Isabel Pass, AK, Isabel Pass Airport
2060,ISM,28.2898,-81.437,Orlando, FL, Kissimmee Gateway
2061,ISN,48.1783,-103.6417,Williston, ND, Sloulin Field International
2062,ISO,35.3314,-77.6088,Kinston, NC, Kinston Regional Jetport at Stallings Field
2063,ISP,40.7953,-73.1002,Islip, NY, Long Island MacArthur
2068,ITH,42.4911,-76.4586,Ithaca/Cortland, NY, Ithaca Tompkins Regional
2072,ITO,19.7203,-155.0485,Hilo, HI, Hilo International
2080,IWD,46.5275,-90.1314,Ironwood, MI, Gogebic-Iron County
2106,IYK,35.6588,-117.8295,Inyokern, CA, Inyokern Airport
2112,JAC,43.6073,-110.7378,Jackson, WY, Jackson Hole
2119,JAN,32.3111,-90.0759,Jackson/Vicksburg, MS, Jackson Medgar Wiley Evers International
2124,JAX,30.4941,-81.6879,Jacksonville, FL, Jacksonville International
2127,JBR,35.8317,-90.6464,Jonesboro, AR, Jonesboro Municipal
2134,JCT,30.5114,-99.7636,Junction, TX, Kimble County
2147,JFK,40.6397,-73.7789,New York, NY, John F. Kennedy International
2150,JGC,35.967,-112.133,Grand Canyon, AZ, Grand Canyon Heliport
2157,JHM,20.9636,-156.673,Kapalua, HI, Kapalua Airport
2159,JHW,42.1533,-79.2581,Jamestown, NY, Chautauqua County/Jamestown
2180,JLN,37.1519,-94.4983,Joplin, MO, Joplin Regional
2186,JMS,46.9297,-98.6782,Jamestown, ND, Jamestown Regional
2193,JNU,58.355,-134.5763,Juneau, AK, Juneau International
2208,JQF,35.3878,-80.7091,Cabarrus, NC, Concord Regional
2209,JRB,40.7012,-74.009,New York, NY, Downtown Manhattan/Wall Street Heliport
2210,JRF,21.3074,-158.0703,Kapolei, HI, Kalaeloa
2217,JSK,25.3913,57.4757,St. Cloud, MN, Crossroads Heliport
2219,JST,40.3161,-78.8339,Johnstown, PA, John Murtha Johnstown-Cambria County
2242,JXN,42.2598,-84.4594,Jackson, MI, Jackson County-Reynolds Field
2250,KAE,56.9614,-133.9103,Kake, AK, Kake Seaplane Base
2252,KAL,64.319,-158.7413,Kaltag, AK, Kaltag Airport
2260,KBC,66.274,-145.824,Birch Creek, AK, Birch Creek Airport
2268,KCC,56.0148,-132.8339,Coffman Cove, AK, Coffman Cove Seaplane Base
2270,KCG,56.3178,-158.5909,Chignik Bay, AK, Chignik Bay Airport
2272,KCK,57.7725,108.0589,Kansas City, KS, Fairfax Municipal
2273,KCL,56.3112,-158.5359,Chignik Lagoon, AK, Chignik Lagoon Airport
2276,KCQ,56.3115,-158.3732,Chignik, AK, Chignik Lake
2291,KEB,59.3521,-151.9252,Nanwalek, AK, Nanwalek Airport
2294,KEH,47.7548,-122.2593,Kenmore, WA, Kenmore Air Harbor
2296,KEK,59.3568,-157.4711,Ekwok, AK, Ekwok Airport
2307,KFP,54.8474,-163.4103,False Pass, AK, False Pass Airport
2317,KGK,59.7266,-157.2595,Koliganek, AK, Koliganek Airport
2324,KGX,62.8946,-160.0649,Grayling, AK, Grayling Airport
2362,KKA,64.9395,-161.1543,Koyuk, AK, Koyuk Alfred Adams
2363,KKB,58.1909,-152.3705,Kitoi Bay, AK, Kitoi Bay Airport
2367,KKH,59.9608,-162.8812,Kongiganak, AK, Kongiganak Airport
2368,KKI,60.9079,-161.4351,Akiachak, AK, Akiachak Airport
2375,KKU,58.8112,-158.5588,Ekuk, AK, Ekuk Airport
2381,KLG,61.5363,-160.3413,Kalskag, AK, Kalskag Airport
2383,KLL,59.1281,-156.8586,Levelock, AK, Levelock Airport
2385,KLN,57.53,-154.0,Larsen Bay, AK, Larsen Bay Airport
2390,KLW,55.5792,-133.076,Klawock, AK, Klawock Airport
2400,KMO,58.9902,-159.0499,Manokotak, AK, Manokatak Seaplane Base
2408,KMY,57.0256,-154.1459,Moser Bay, AK, Moser Bay Airport
2414,KNK,59.4331,-154.8037,Kokhanok, AK, Kokhanok Airport
2420,KNW,59.4515,-157.3732,New Stuyahok, AK, New Stuyahok Airport
2422,KOA,19.7389,-156.0457,Kona, HI, Kona International Airport at Keahole
2432,KOT,63.0306,-163.5326,Kotlik, AK, Kotlik Airport
2436,KOY,57.1615,-154.2298,Olga Bay, AK, Olga Bay Seaplane Base
2437,KOZ,57.9229,-152.5005,Ouzinkie, AK, Ouzinkie Airport
2438,KPB,56.3519,-133.6226,Point Baker, AK, Point Baker Airport
2439,KPC,65.2537,-166.8585,Port Clarence, AK, Port Clarence CGS
2440,KPN,59.933,-164.0305,Kipnuk, AK, Kipnuk Airport
2442,KPR,58.4901,-152.5822,Port Williams, AK, Port Williams Airport
2444,KPV,55.9067,-159.1608,Perryville, AK, Perryville Airport
2446,KPY,57.9301,-153.0406,Port Bailey, AK, Port Bailey Airport
2447,KQA,54.1325,-165.7853,Akutan, AK, Akutan Airport
2473,KSM,62.0608,-163.3018,St. Mary's, AK, St. Mary's Airport
2477,KSR,56.2333,-160.2331,Sandy River, AK, Federal No.1
2483,KTB,55.688,-132.5367,Thorne Bay, AK, Thorne Bay Seaplane Base
2490,KTN,55.3556,-131.7137,Ketchikan, AK, Ketchikan International
2494,KTS,65.3333,-166.4833,Brevig Mission, AK, Brevig Mission Airport
2503,KUK,60.8733,-162.5243,Kasigluk, AK, Kasigluk Airport
2515,KVC,55.1163,-162.2662,King Cove, AK, King Cove Airport
2519,KVL,67.7362,-164.5635,Kivalina, AK, Kivalina Airport
2524,KWF,55.2963,-133.2433,Waterfall, AK, Waterfall Seaplane Base
2528,KWK,59.8367,-163.1403,Kwigillingok, AK, Kwigillingok Airport
2531,KWN,59.7551,-161.8454,Quinhagak, AK, Quinhagak Airport
2532,KWP,57.7701,-153.5489,West Point, AK, West Point Village
2533,KWT,60.8,-161.45,Kwethluk, AK, Kwethluk Airport
